02-00,02-01,02-02,02-03,02-05,02-06,02-07
110,233,4180978598835624,225625928,2025-02-27 23:45:30,debit,150000000
111,60,4759756393206282,343716264,2025-04-24 22:45:30,savings,150000000
112,258,4637010924427481,18541556,2025-03-22 06:45:30,credit,150000000
113,244,4336848996594102,264340275,2025-04-03 13:45:30,savings,150000000
114,595,4086166818923562,35118992,2025-03-07 11:45:30,debit,150000000
115,293,4942485217602074,100059570,2025-04-28 19:45:30,credit,150000000
116,86,4312054148798373,328841012,2025-03-29 22:45:30,credit,150000000
117,299,4283317668552887,277315117,2025-03-20 05:45:30,debit,150000000
118,243,4686590894697280,420597853,2025-05-05 04:45:30,credit,150000000
119,444,4175157889711667,150906273,2025-03-11 01:45:30,credit,150000000
120,225,4221404069492247,309534568,2025-02-25 21:45:30,debit,150000000
121,525,4407159614321802,415776204,2025-03-17 09:45:30,credit,150000000
122,11,4615397122149905,332240728,2025-05-06 08:45:30,savings,150000000
123,205,4785720057190994,16348763,2025-05-04 04:45:30,debit,150000000
124,87,4623227051051028,5446502,2025-04-20 05:45:30,savings,150000000
125,68,4039616468528329,98334948,2025-04-13 13:45:30,debit,150000000
126,311,4607509558996648,425947872,2025-03-25 21:45:30,savings,150000000
127,385,4701839623437911,172874140,2025-03-01 09:45:30,credit,150000000
128,196,4676196372165267,12134257,2025-02-18 10:45:30,credit,150000000
129,331,4636374919802289,330317373,2025-04-13 12:45:30,debit,150000000
130,269,4536984777424170,318467826,2025-03-01 02:45:30,savings,150000000
131,331,4984567586647173,74425669,2025-02-06 02:45:30,savings,150000000
132,458,4749293033304951,84719438,2025-02-15 17:45:30,debit,150000000
133,370,4027544739108681,270064878,2025-04-17 14:45:30,savings,150000000
134,507,4898849306333863,40162101,2025-04-16 14:45:30,debit,150000000
135,85,4312669003063642,364514043,2025-05-03 09:45:30,credit,150000000
136,455,4010201896627396,285178164,2025-04-12 18:45:30,savings,150000000
137,489,4930574581374882,204121010,2025-02-13 05:45:30,debit,150000000
138,206,4445524937322158,216025801,2025-03-27 10:45:30,savings,150000000
139,508,4552133117824936,393236620,2025-02-19 12:45:30,savings,150000000
140,524,4196869657810054,333404142,2025-02-10 03:45:30,debit,150000000
141,286,4848624969202276,397970655,2025-03-14 13:45:30,savings,150000000
142,270,4569557786314566,323266938,2025-04-22 11:45:30,debit,150000000
143,261,4659667299732373,77027800,2025-03-15 13:45:30,credit,150000000
144,183,4566599425441062,139541418,2025-03-08 11:45:30,debit,150000000
145,228,4894792193199435,402867107,2025-02-06 19:45:30,savings,150000000
146,147,4658505466332096,399890253,2025-03-21 16:45:30,savings,150000000
147,499,4304409260867767,178633560,2025-04-03 04:45:30,savings,150000000
148,384,4913872402847973,238537178,2025-04-16 00:45:30,credit,150000000
149,313,4344040260881267,381809373,2025-05-02 19:45:30,debit,150000000
150,490,4039491643552879,181118527,2025-04-16 08:45:30,credit,150000000
151,591,4386282148464274,25439460,2025-05-05 18:45:30,savings,150000000
152,110,4293481814833864,117222935,2025-03-14 05:45:30,debit,150000000
153,351,4389497483692552,107245446,2025-03-07 04:45:30,savings,150000000
154,527,4867530890604336,114835219,2025-02-20 21:45:30,credit,150000000
155,224,4981908327254800,325054056,2025-04-18 06:45:30,debit,150000000
156,288,4404899665398647,433681876,2025-03-16 10:45:30,savings,150000000
157,322,4451698215872449,143575099,2025-03-13 07:45:30,debit,150000000
158,287,4513193761366217,150879543,2025-02-26 02:45:30,credit,150000000
159,134,4404264070300948,435084063,2025-02-20 11:45:30,debit,150000000
160,84,4272356125166304,269238268,2025-04-05 18:45:30,debit,150000000
161,336,4726350916890696,81414919,2025-04-17 18:45:30,savings,150000000
162,563,4799925619135974,178889843,2025-03-21 19:45:30,debit,150000000
163,445,4848345646364785,436645087,2025-02-07 06:45:30,credit,150000000
164,110,4196869396639121,414418622,2025-03-15 16:45:30,savings,150000000
165,208,4234574052884015,321246583,2025-02-21 08:45:30,savings,150000000
166,509,4082970515553226,59034389,2025-02-11 14:45:30,savings,150000000
167,281,4022937516062827,480875888,2025-02-20 17:45:30,debit,150000000
168,253,4175909123912582,44975650,2025-04-13 08:45:30,credit,150000000
169,477,4716988027135478,331933716,2025-04-27 14:45:30,credit,150000000
170,297,4489012985308092,392862296,2025-04-21 14:45:30,debit,150000000
171,20,4736762237069115,172404379,2025-03-20 20:45:30,savings,150000000
172,322,4989238959771339,393708505,2025-02-25 00:45:30,debit,150000000
173,137,4874843564058487,347662485,2025-03-30 16:45:30,credit,150000000
174,164,4234369061739971,396992778,2025-03-22 21:45:30,debit,150000000
175,480,4717341153269589,350687856,2025-03-07 22:45:30,savings,150000000
176,156,4182137078857552,35361417,2025-03-21 12:45:30,debit,150000000
177,441,4320438637229493,179342875,2025-03-12 02:45:30,credit,150000000
178,277,4156994654230509,43484437,2025-03-30 04:45:30,credit,150000000
179,80,4774513791361249,388441849,2025-02-06 05:45:30,debit,150000000
180,456,4972816604778425,206837035,2025-04-06 10:45:30,savings,150000000
181,94,4245642407582223,162924600,2025-03-30 06:45:30,debit,150000000
182,251,4643700144069217,431950195,2025-03-08 04:45:30,savings,150000000
183,204,4704492976428126,380510377,2025-04-14 08:45:30,credit,150000000
184,99,4792695093482923,93635426,2025-04-03 17:45:30,credit,150000000
185,458,4039442926421854,70858920,2025-02-21 14:45:30,credit,150000000
186,593,4559318195944734,117676362,2025-05-01 09:45:30,debit,150000000
187,396,4606702597207688,95908355,2025-02-14 13:45:30,credit,150000000
188,466,4069800829963000,423564525,2025-02-28 15:45:30,credit,150000000
189,190,4332098064706570,200181741,2025-03-13 19:45:30,savings,150000000
190,387,4772825459139608,38118560,2025-03-31 06:45:30,savings,150000000
191,14,4640769198401482,452862623,2025-02-05 03:45:30,debit,150000000
192,100,4780962933241101,347903631,2025-03-02 05:45:30,savings,150000000
193,308,4547868739271973,68357466,2025-03-01 16:45:30,savings,150000000
194,164,4924316894120965,268527760,2025-03-05 19:45:30,credit,150000000
195,75,4791581012411108,151624746,2025-04-17 10:45:30,debit,150000000
196,560,4908002218467718,148659597,2025-04-07 08:45:30,credit,150000000
197,259,4498895311329428,423825364,2025-02-12 08:45:30,savings,150000000
198,180,4810362332064605,183540457,2025-03-09 19:45:30,savings,150000000
199,262,4644937781721592,125548763,2025-05-02 18:45:30,savings,150000000
200,95,4115979378432590,32051599,2025-04-12 14:45:30,savings,150000000
201,366,4187821682332985,107125625,2025-04-22 09:45:30,credit,150000000
202,488,4013766471988682,361840802,2025-02-17 06:45:30,debit,150000000
203,426,4837318523594594,284553625,2025-02-13 22:45:30,credit,150000000
204,579,4029089748985250,126795584,2025-03-08 02:45:30,savings,150000000
205,414,4291660730663984,441006966,2025-03-04 15:45:30,credit,150000000
206,165,4440955057196107,218938919,2025-04-21 04:45:30,savings,150000000
207,161,4442350456603954,153873689,2025-02-04 17:45:30,debit,150000000
208,298,4515258129709779,63955884,2025-03-19 03:45:30,debit,150000000
209,515,4183784530228864,108816425,2025-03-12 17:45:30,credit,150000000
210,542,4359028397687520,156735050,2025-03-09 13:45:30,debit,150000000
211,233,4634927172897890,221773242,2025-04-20 08:45:30,savings,150000000
212,518,4859489969825985,328572063,2025-03-13 18:45:30,credit,150000000
213,375,4785631055043929,48584888,2025-02-12 13:45:30,credit,150000000
214,511,4132770000660853,445963076,2025-02-28 21:45:30,savings,150000000
215,46,4661274941612251,249795304,2025-02-05 13:45:30,savings,150000000
216,34,4226787602661463,100298024,2025-05-02 00:45:30,debit,150000000
217,55,4547672403230437,323591071,2025-02-10 01:45:30,debit,150000000
218,101,4821034811529324,203225057,2025-04-25 16:45:30,debit,150000000
219,96,4343320748888184,404203526,2025-02-26 04:45:30,debit,150000000
220,578,4827620740894649,487978786,2025-04-04 16:45:30,debit,150000000
221,595,4766385782479933,356198197,2025-02-07 08:45:30,credit,150000000
222,441,4349900945384179,320247524,2025-02-19 22:45:30,credit,150000000
223,4,4053711362405279,289857831,2025-04-19 12:45:30,credit,150000000
224,64,4619242814378739,339515873,2025-05-03 02:45:30,credit,150000000
225,382,4495423638147925,34793632,2025-04-06 15:45:30,credit,150000000
226,10,4100138413291917,118061290,2025-04-20 17:45:30,debit,150000000
227,221,4418002445931662,389312993,2025-03-16 04:45:30,credit,150000000
228,195,4096985997520796,409609076,2025-04-09 17:45:30,debit,150000000
229,83,4624119969434789,148814371,2025-04-03 00:45:30,debit,150000000
230,266,4931285972944895,378774860,2025-04-29 04:45:30,savings,150000000
231,225,4374111739704596,253553806,2025-03-29 20:45:30,debit,150000000
232,48,4865596137029443,122755734,2025-02-04 15:45:30,credit,150000000
233,418,4694751791410060,483020973,2025-03-13 15:45:30,credit,150000000
234,548,4037687259237512,134116792,2025-04-03 04:45:30,credit,150000000
235,426,4055952807536424,54619269,2025-05-06 00:45:30,credit,150000000
236,402,4056114348632585,28658512,2025-03-02 01:45:30,credit,150000000
237,144,4007721009777032,114677703,2025-03-28 19:45:30,credit,150000000
238,468,4788771383464684,261052626,2025-04-19 14:45:30,credit,150000000
239,499,4948872560071972,350952496,2025-05-03 14:45:30,debit,150000000
240,60,4338049750743169,4097900,2025-04-29 22:45:30,credit,150000000
241,441,4639736031409178,472612883,2025-03-20 16:45:30,savings,150000000
242,361,4889109759591762,293476919,2025-03-20 14:45:30,savings,150000000
243,542,4892822903631735,39074386,2025-03-24 16:45:30,savings,150000000
244,492,4610512564215062,248065405,2025-03-17 14:45:30,debit,150000000
245,59,4633150229720143,31868873,2025-02-24 17:45:30,credit,150000000
246,315,4093462875982914,254133579,2025-04-20 11:45:30,savings,150000000
247,10,4036893403789695,19040578,2025-03-09 03:45:30,savings,150000000
248,499,4270912267860203,4902351,2025-02-19 08:45:30,debit,150000000
249,166,4911164755575514,439186290,2025-03-10 08:45:30,debit,150000000
250,455,4925505271591065,360906388,2025-02-14 03:45:30,debit,150000000
251,154,4277665733515479,50280317,2025-03-15 18:45:30,debit,150000000
252,597,4925128506479829,147241133,2025-02-23 13:45:30,savings,150000000
253,465,4897488849908845,37527255,2025-04-03 20:45:30,credit,150000000
254,278,4739495274520922,64513448,2025-03-17 08:45:30,savings,150000000
255,549,4213505183391458,93730762,2025-02-20 02:45:30,savings,150000000
256,240,4838963877144805,128822683,2025-04-13 10:45:30,debit,150000000
257,322,4161543279795802,42611468,2025-04-16 10:45:30,debit,150000000
258,386,4423495126552964,300319892,2025-03-07 10:45:30,debit,150000000
259,273,4956216491058285,400457668,2025-03-14 21:45:30,debit,150000000
260,397,4288928633723408,154921099,2025-04-25 14:45:30,debit,150000000
261,70,4045514688559032,73661538,2025-04-12 08:45:30,debit,150000000
262,523,4671135521952051,198732425,2025-02-08 10:45:30,credit,150000000
263,246,4743993987124940,349905179,2025-03-08 02:45:30,credit,150000000
264,424,4634460009308383,172700539,2025-04-02 13:45:30,savings,150000000
265,584,4360603916216095,384652192,2025-03-29 11:45:30,debit,150000000
266,423,4627324387845094,169076711,2025-03-23 21:45:30,credit,150000000
267,279,4317215758438029,370332615,2025-03-26 09:45:30,credit,150000000
268,407,4234484469904479,375376228,2025-03-10 21:45:30,savings,150000000
269,198,4833768326434857,270314257,2025-03-28 20:45:30,debit,150000000
270,133,4905417706616844,47008061,2025-03-30 01:45:30,credit,150000000
271,276,4846179207806287,388289864,2025-02-11 01:45:30,debit,150000000
272,154,4627402030158121,66344846,2025-04-09 23:45:30,savings,150000000
273,523,4155374503299815,332933281,2025-03-14 03:45:30,savings,150000000
274,341,4015166271679115,125693210,2025-04-18 12:45:30,savings,150000000
275,523,4994642980599352,73438064,2025-02-15 22:45:30,credit,150000000
276,538,4044024420005213,133625348,2025-04-28 15:45:30,credit,150000000
277,335,4139158837051219,280356546,2025-02-08 22:45:30,credit,150000000
278,451,4279790215490400,26526015,2025-03-25 04:45:30,savings,150000000
279,147,4446144905844609,468083301,2025-02-18 02:45:30,credit,150000000
280,518,4535615528260143,178909327,2025-03-07 21:45:30,debit,150000000
281,296,4360320307886992,281632889,2025-03-24 04:45:30,credit,150000000
282,523,4917026041972378,252900090,2025-05-02 21:45:30,debit,150000000
283,493,4604057117762696,480848825,2025-02-26 18:45:30,credit,150000000
284,260,4921243560307142,229110029,2025-04-20 21:45:30,savings,150000000
285,274,4625146901578181,373289783,2025-03-30 01:45:30,credit,150000000
286,62,4890910163253482,341811202,2025-02-21 04:45:30,debit,150000000
287,27,4490399263174442,112982675,2025-05-02 14:45:30,savings,150000000
288,475,4289757472631838,61065198,2025-02-13 02:45:30,credit,150000000
289,255,4407388930473414,16195952,2025-04-22 23:45:30,debit,150000000
290,494,4625711912499269,433849855,2025-03-27 04:45:30,debit,150000000
291,17,4308421596122560,19145811,2025-02-06 04:45:30,savings,150000000
292,131,4633670115691532,169552887,2025-03-30 12:45:30,credit,150000000
293,303,4802637323551066,29891571,2025-03-13 04:45:30,credit,150000000
294,4,4709792113281113,268956828,2025-03-04 11:45:30,debit,150000000
295,542,4796859744374933,237503608,2025-04-30 02:45:30,credit,150000000
296,565,4273501404960250,344900155,2025-03-09 21:45:30,savings,150000000
297,579,4008043506757145,54639805,2025-03-17 11:45:30,debit,150000000
298,153,4622884987780900,158261992,2025-04-27 04:45:30,debit,150000000
299,479,4658502157986681,110338258,2025-03-30 08:45:30,debit,150000000
300,507,4092119957970119,365086727,2025-03-08 07:45:30,debit,150000000
301,45,4969722145148799,327474671,2025-02-12 20:45:30,credit,150000000
302,530,4414029303340389,329869570,2025-04-17 16:45:30,credit,150000000
303,405,4419287567681227,323968019,2025-02-07 16:45:30,credit,150000000
304,508,4807666647162356,144822689,2025-03-03 22:45:30,debit,150000000
305,488,4383319712243087,79155964,2025-05-01 15:45:30,debit,150000000
306,243,4095576805632820,130139896,2025-03-24 03:45:30,debit,150000000
307,209,4722150423411025,291428323,2025-02-07 03:45:30,savings,150000000
308,246,4505983979347893,172736938,2025-03-03 06:45:30,credit,150000000
309,10,4250471275336706,40125834,2025-05-03 23:45:30,debit,150000000
310,214,4142881154562956,382385266,2025-03-27 07:45:30,debit,150000000
311,169,4194299255500854,97778882,2025-04-28 18:45:30,debit,150000000
312,559,4326749298110386,30704654,2025-02-16 15:45:30,savings,150000000
313,439,4503487275949654,165527330,2025-02-22 06:45:30,credit,150000000
314,585,4658079255907226,477495367,2025-03-05 20:45:30,debit,150000000
315,494,4347523797062159,59606530,2025-02-24 11:45:30,credit,150000000
316,369,4475188754953926,149932285,2025-02-12 16:45:30,debit,150000000
317,207,4132727985532353,285963419,2025-02-21 03:45:30,credit,150000000
318,19,4816727072343738,14259034,2025-04-05 10:45:30,savings,150000000
319,501,4102150259159483,139469788,2025-02-12 07:45:30,savings,150000000
320,42,4547253092453660,392812153,2025-04-25 09:45:30,credit,150000000
321,205,4592924786695349,345863269,2025-02-14 01:45:30,debit,150000000
322,60,4281019396142238,418015263,2025-04-02 04:45:30,credit,150000000
323,150,4324600720088656,264548107,2025-04-13 20:45:30,debit,150000000
324,126,4651157585211390,294155851,2025-04-27 23:45:30,savings,150000000
325,430,4751421416257620,219804742,2025-02-25 23:45:30,savings,150000000
326,470,4849630426200389,43405291,2025-03-25 17:45:30,credit,150000000
327,478,4047982566170847,449794132,2025-04-29 14:45:30,debit,150000000
328,469,4831444306003588,374723190,2025-03-03 15:45:30,debit,150000000
329,289,4085974741222194,248645907,2025-04-26 15:45:30,credit,150000000
330,477,4414754900577657,167408583,2025-04-26 08:45:30,credit,150000000
331,585,4389171095112439,295128287,2025-03-27 14:45:30,credit,150000000
332,426,4648234222814611,9178224,2025-03-17 09:45:30,savings,150000000
333,557,4792854644695382,439830154,2025-02-24 15:45:30,debit,150000000
334,392,4031450095064060,74121837,2025-03-02 19:45:30,savings,150000000
335,162,4911389973118142,357874943,2025-04-14 10:45:30,debit,150000000
336,527,4234668367065842,409880263,2025-05-02 16:45:30,savings,150000000
337,112,4132135664125962,203473559,2025-03-24 21:45:30,credit,150000000
338,201,4985134663466422,352298497,2025-05-06 05:45:30,credit,150000000
339,146,4151535586994705,385405428,2025-03-03 07:45:30,debit,150000000
340,3,4909637756116059,467764562,2025-04-25 21:45:30,savings,150000000
341,479,4861271818253525,221013915,2025-04-13 20:45:30,credit,150000000
342,72,4501217226367941,150453932,2025-04-30 15:45:30,savings,150000000
343,44,4014322811928941,250350805,2025-04-29 17:45:30,credit,150000000
344,70,4160968724727273,395011911,2025-02-06 18:45:30,debit,150000000
345,12,4735599923509660,492592818,2025-04-26 16:45:30,savings,150000000
346,225,4638578092211058,475472487,2025-05-03 03:45:30,savings,150000000
347,124,4883042767483096,206976392,2025-04-14 08:45:30,savings,150000000
348,440,4752989390298154,307228464,2025-03-05 20:45:30,savings,150000000
349,370,4832543446655607,20263174,2025-02-04 17:45:30,savings,150000000
350,348,4217803289324095,42106905,2025-02-14 08:45:30,savings,150000000
351,389,4027063362522374,52532163,2025-02-12 17:45:30,savings,150000000
352,170,4970085459027667,257648350,2025-04-10 20:45:30,savings,150000000
353,150,4289323445260251,246211857,2025-04-13 16:45:30,credit,150000000
354,479,4071008987302199,193084037,2025-03-25 23:45:30,savings,150000000
355,1,4788296528829009,66911575,2025-02-19 07:45:30,savings,150000000
356,355,4424010541032304,132304069,2025-04-14 00:45:30,debit,150000000
357,550,4935220876095655,177042244,2025-02-11 03:45:30,credit,150000000
358,499,4585268477583844,420285586,2025-04-29 09:45:30,savings,150000000
359,9,4914441489486457,236048607,2025-02-20 11:45:30,debit,150000000
360,22,4095735876632295,466794545,2025-02-25 19:45:30,savings,150000000
361,360,4868009383364742,299543995,2025-02-09 14:45:30,savings,150000000
362,59,4924519349001698,132288486,2025-04-10 22:45:30,savings,150000000
363,209,4374060315277349,73840682,2025-04-22 02:45:30,savings,150000000
364,492,4633415309705977,484984101,2025-03-17 21:45:30,debit,150000000
365,30,4245031303785517,482656731,2025-04-28 08:45:30,debit,150000000
366,70,4134919913011927,13530149,2025-02-18 05:45:30,savings,150000000
367,391,4078054104690010,77922239,2025-04-23 13:45:30,savings,150000000
368,555,4825103515924577,217051653,2025-04-07 05:45:30,savings,150000000
369,582,4070064600503309,3108365,2025-02-18 16:45:30,debit,150000000
370,254,4488702961830200,63707803,2025-03-31 01:45:30,savings,150000000
371,577,4173332896394685,287655620,2025-03-03 08:45:30,credit,150000000
372,537,4290442410424536,358482991,2025-04-02 21:45:30,savings,150000000
373,407,4118209467738135,120105632,2025-02-06 19:45:30,savings,150000000
374,49,4464363611724602,494780757,2025-04-04 16:45:30,savings,150000000
375,440,4897942414193634,80447723,2025-04-27 01:45:30,debit,150000000
376,256,4216572809284062,252355895,2025-03-16 08:45:30,credit,150000000
377,510,4848657694686822,496510144,2025-04-11 00:45:30,debit,150000000
378,200,4574485361565087,94326761,2025-03-25 13:45:30,credit,150000000
379,569,4003040260292811,186856159,2025-04-16 18:45:30,savings,150000000
380,425,4646459349770564,361626732,2025-02-28 13:45:30,savings,150000000
381,594,4518278389782480,135135093,2025-02-14 10:45:30,savings,150000000
382,339,4665521882232653,145704417,2025-04-23 04:45:30,savings,150000000
383,460,4819425370251027,23333433,2025-03-26 12:45:30,debit,150000000
384,456,4219850641447981,380315772,2025-02-16 09:45:30,debit,150000000
385,541,4592932009327186,83122424,2025-04-24 11:45:30,credit,150000000
386,86,4136284251607648,187754648,2025-02-27 22:45:30,credit,150000000
387,546,4038961954797647,294529300,2025-05-02 05:45:30,debit,150000000
388,181,4726826044985774,120237769,2025-05-01 09:45:30,credit,150000000
389,30,4966342856974628,143054143,2025-03-10 17:45:30,credit,150000000
390,524,4682368572520904,265853763,2025-04-19 00:45:30,debit,150000000
391,35,4901613753561523,124481140,2025-02-08 04:45:30,credit,150000000
392,105,4809622565437369,219363446,2025-03-12 12:45:30,credit,150000000
393,129,4752646727627570,251028487,2025-04-29 05:45:30,savings,150000000
394,462,4294139411578339,192597920,2025-02-11 05:45:30,debit,150000000
395,93,4016084403104934,240551473,2025-04-23 10:45:30,savings,150000000
396,189,4436809705169023,397925967,2025-02-19 14:45:30,credit,150000000
397,267,4783944778369538,374083072,2025-03-02 23:45:30,savings,150000000
398,309,4028116447322610,313737511,2025-04-05 14:45:30,credit,150000000
