id,name,phone_number,email,created_at,last_active_at,is_vip,total_balance,is_email_valid,is_phone_valid
134,User_134,998601539585,user134@maildomain5.com,2025-04-13 20:45:30.000000,2025-04-20 14:45:30.000000,True,125696449,True,True
135,User_135,998704960405,user135@maildomain4.com,2025-03-07 19:45:30.000000,2025-04-16 22:45:30.000000,False,158483338,True,True
136,User_136,998564460319,user136@maildomain4.com,2025-05-04 14:45:30.000000,2025-02-25 04:45:30.000000,True,155509324,True,True
137,User_137,998390902680,user137@maildomain7.com,2025-02-24 23:45:30.000000,2025-04-10 18:45:30.000000,False,368658109,True,True
138,User_138,998445384664,user138@maildomain9.com,2025-03-22 01:45:30.000000,2025-02-25 04:45:30.000000,False,648000400,True,True
139,User_139,998856185246,user139@maildomain1.com,2025-03-21 16:45:30.000000,2025-05-02 17:45:30.000000,True,569405501,True,True
140,User_140,998992358738,user140@maildomain7.com,2025-05-05 05:45:30.000000,2025-04-13 22:45:30.000000,False,160538655,True,True
141,User_141,998713105342,user141@maildomain2.com,2025-03-31 21:45:30.000000,2025-05-04 02:45:30.000000,True,24032460,True,True
142,User_142,998781003527,user142@maildomain9.com,2025-03-02 22:45:30.000000,2025-04-02 05:45:30.000000,False,158601982,True,True
143,User_143,998624913117,user143@maildomain6.com,2025-03-29 10:45:30.000000,2025-04-29 18:45:30.000000,True,272333115,True,True
144,User_144,998435108026,user144@maildomain8.com,2025-03-22 10:45:30.000000,2025-04-13 00:45:30.000000,False,845062388,True,True
145,User_145,998639957687,user145@maildomain9.com,2025-02-28 01:45:30.000000,2025-04-17 11:45:30.000000,True,37775633,True,True
146,User_146,998831904809,user146@maildomain10.com,2025-03-31 23:45:30.000000,2025-04-17 10:45:30.000000,True,413907936,True,True
147,User_147,998172149396,user147@maildomain1.com,2025-03-20 18:45:30.000000,2025-03-19 05:45:30.000000,False,583737127,True,True
148,User_148,998308214739,user148@maildomain4.com,2025-03-19 17:45:30.000000,2025-04-17 01:45:30.000000,False,107081345,True,True
149,User_149,998606211190,user149@maildomain4.com,2025-02-07 19:45:30.000000,2025-02-16 10:45:30.000000,True,274028462,True,True
150,User_150,998655250071,user150@maildomain5.com,2025-02-04 17:45:30.000000,2025-03-09 01:45:30.000000,False,851458617,True,True
151,User_151,998420036664,user151@maildomain5.com,2025-03-01 20:45:30.000000,2025-02-06 17:45:30.000000,True,304592589,True,True
152,User_152,998559552570,user152@maildomain7.com,2025-03-14 07:45:30.000000,2025-02-20 11:45:30.000000,True,93953429,True,True
153,User_153,998786699179,user153@maildomain3.com,2025-04-15 20:45:30.000000,2025-04-20 13:45:30.000000,False,392681268,True,True
154,User_154,998982554599,user154@maildomain8.com,2025-03-25 14:45:30.000000,2025-04-22 17:45:30.000000,False,316672066,True,True
155,User_155,998805814088,user155@maildomain3.com,2025-04-27 19:45:30.000000,2025-04-07 23:45:30.000000,False,681834685,True,True
156,User_156,998795359707,user156@maildomain5.com,2025-03-29 02:45:30.000000,2025-03-05 06:45:30.000000,True,598843137,True,True
157,User_157,998400043805,user157@maildomain7.com,2025-03-04 23:45:30.000000,2025-05-02 05:45:30.000000,False,967719732,True,True
158,User_158,998784061034,user158@maildomain5.com,2025-02-05 02:45:30.000000,2025-04-15 06:45:30.000000,False,179314837,True,True
159,User_159,998236835529,user159@maildomain10.com,2025-02-23 07:45:30.000000,2025-02-20 05:45:30.000000,False,710050833,True,True
160,User_160,998283197871,user160@maildomain8.com,2025-05-03 08:45:30.000000,2025-04-21 18:45:30.000000,False,559352275,True,True
161,User_161,998643410164,user161@maildomain9.com,2025-04-25 21:45:30.000000,2025-02-19 18:45:30.000000,False,759446163,True,True
162,User_162,998134875590,user162@maildomain6.com,2025-03-24 21:45:30.000000,2025-02-23 13:45:30.000000,True,459231988,True,True
163,User_163,998610773589,user163@maildomain8.com,2025-03-04 14:45:30.000000,2025-04-18 18:45:30.000000,False,594335184,True,True
164,User_164,998790648904,user164@maildomain4.com,2025-04-23 13:45:30.000000,2025-02-28 16:45:30.000000,False,399721486,True,True
165,User_165,998852794905,user165@maildomain5.com,2025-04-29 04:45:30.000000,2025-05-01 23:45:30.000000,False,306896849,True,True
166,User_166,998905678106,user166@maildomain4.com,2025-02-20 19:45:30.000000,2025-04-24 06:45:30.000000,True,446600331,True,True
167,User_167,998900674227,user167@maildomain7.com,2025-02-15 19:45:30.000000,2025-05-05 21:45:30.000000,True,245858833,True,True
168,User_168,998339104892,user168@maildomain5.com,2025-04-28 17:45:30.000000,2025-02-16 00:45:30.000000,False,682906394,True,True
169,User_169,998164101058,user169@maildomain9.com,2025-03-12 01:45:30.000000,2025-03-26 13:45:30.000000,False,106070676,True,True
170,User_170,998205616575,user170@maildomain3.com,2025-05-03 15:45:30.000000,2025-05-04 15:45:30.000000,False,739405372,True,True
171,User_171,998147830092,user171@maildomain3.com,2025-03-22 14:45:30.000000,2025-04-26 20:45:30.000000,True,776138350,True,True
172,User_172,998978183284,user172@maildomain5.com,2025-02-17 15:45:30.000000,2025-03-29 02:45:30.000000,False,656095668,True,True
173,User_173,998953004688,user173@maildomain6.com,2025-03-28 13:45:30.000000,2025-02-04 16:45:30.000000,True,941461890,True,True
174,User_174,998400880576,user174@maildomain6.com,2025-04-22 15:45:30.000000,2025-04-05 10:45:30.000000,False,514778672,True,True
175,User_175,998814320285,user175@maildomain9.com,2025-04-06 11:45:30.000000,2025-04-21 03:45:30.000000,True,370654705,True,True
176,User_176,998317982538,user176@maildomain6.com,2025-02-13 02:45:30.000000,2025-04-18 21:45:30.000000,False,476184510,True,True
177,User_177,998177821132,user177@maildomain9.com,2025-02-09 01:45:30.000000,2025-04-28 03:45:30.000000,False,882709119,True,True
178,User_178,998279357093,user178@maildomain3.com,2025-03-26 00:45:30.000000,2025-03-25 12:45:30.000000,False,32901475,True,True
179,User_179,998711901255,user179@maildomain5.com,2025-02-26 01:45:30.000000,2025-04-27 08:45:30.000000,True,128804896,True,True
180,User_180,998542835817,user180@maildomain10.com,2025-03-06 21:45:30.000000,2025-03-13 05:45:30.000000,False,608686915,True,True
181,User_181,998801195542,user181@maildomain10.com,2025-04-23 07:45:30.000000,2025-03-20 04:45:30.000000,True,162081384,True,True
182,User_182,998737879990,user182@maildomain4.com,2025-02-16 02:45:30.000000,2025-05-04 08:45:30.000000,False,800822167,True,True
183,User_183,998776521962,user183@maildomain1.com,2025-03-10 15:45:30.000000,2025-02-26 00:45:30.000000,False,54202263,True,True
184,User_184,998231196414,user184@maildomain8.com,2025-02-13 08:45:30.000000,2025-03-13 15:45:30.000000,False,668248350,True,True
185,User_185,998302410986,user185@maildomain9.com,2025-04-11 00:45:30.000000,2025-04-24 17:45:30.000000,True,638401509,True,True
186,User_186,998714382921,user186@maildomain5.com,2025-03-02 12:45:30.000000,2025-03-29 09:45:30.000000,True,21024700,True,True
187,User_187,998679295518,user187@maildomain2.com,2025-02-25 00:45:30.000000,2025-04-02 19:45:30.000000,True,267655094,True,True
188,User_188,998740089333,user188@maildomain1.com,2025-03-14 02:45:30.000000,2025-02-18 22:45:30.000000,True,940961305,True,True
189,User_189,998590872042,user189@maildomain4.com,2025-04-26 12:45:30.000000,2025-03-07 20:45:30.000000,True,810568942,True,True
190,User_190,998796144550,user190@maildomain2.com,2025-02-20 04:45:30.000000,2025-04-30 16:45:30.000000,True,853042513,True,True
191,User_191,998275551444,user191@maildomain4.com,2025-03-04 19:45:30.000000,2025-04-24 09:45:30.000000,False,773246609,True,True
192,User_192,998664532173,user192@maildomain10.com,2025-03-20 18:45:30.000000,2025-04-02 09:45:30.000000,False,455363024,True,True
193,User_193,998872055758,user193@maildomain8.com,2025-04-02 04:45:30.000000,2025-02-17 06:45:30.000000,False,345704720,True,True
194,User_194,998126879837,user194@maildomain10.com,2025-03-29 10:45:30.000000,2025-03-30 00:45:30.000000,False,665272245,True,True
195,User_195,998561545997,user195@maildomain8.com,2025-04-28 17:45:30.000000,2025-04-30 09:45:30.000000,False,586751199,True,True
196,User_196,998597628650,user196@maildomain9.com,2025-02-12 12:45:30.000000,2025-03-28 08:45:30.000000,True,589190291,True,True
197,User_197,998359512064,user197@maildomain1.com,2025-03-30 13:45:30.000000,2025-02-19 15:45:30.000000,True,520259549,True,True
198,User_198,998800650348,user198@maildomain8.com,2025-05-02 19:45:30.000000,2025-02-05 08:45:30.000000,True,927561611,True,True
199,User_199,998319417187,user199@maildomain4.com,2025-04-05 09:45:30.000000,2025-02-11 14:45:30.000000,False,407125383,True,True
200,User_200,998614473224,user200@maildomain1.com,2025-04-14 15:45:30.000000,2025-02-13 13:45:30.000000,False,458162747,True,True
201,User_201,998749548568,user201@maildomain10.com,2025-02-26 04:45:30.000000,2025-04-03 17:45:30.000000,True,461981416,True,True
202,User_202,998920447253,user202@maildomain5.com,2025-03-02 21:45:30.000000,2025-04-15 13:45:30.000000,True,641358266,True,True
203,User_203,998868735174,user203@maildomain9.com,2025-03-07 12:45:30.000000,2025-03-09 23:45:30.000000,False,699409435,True,True
204,User_204,998376610150,user204@maildomain1.com,2025-02-11 14:45:30.000000,2025-04-04 06:45:30.000000,True,198306702,True,True
205,User_205,998827987910,user205@maildomain2.com,2025-02-10 12:45:30.000000,2025-03-04 18:45:30.000000,True,987767115,True,True
206,User_206,998443841520,user206@maildomain3.com,2025-02-15 04:45:30.000000,2025-02-21 12:45:30.000000,True,536581209,True,True
207,User_207,998500290659,user207@maildomain8.com,2025-03-04 08:45:30.000000,2025-04-07 17:45:30.000000,True,759260198,True,True
208,User_208,998524570284,user208@maildomain3.com,2025-04-02 11:45:30.000000,2025-02-24 21:45:30.000000,True,781905506,True,True
209,User_209,998748806965,user209@maildomain10.com,2025-03-05 21:45:30.000000,2025-04-19 23:45:30.000000,True,687235558,True,True
210,User_210,998560099167,user210@maildomain7.com,2025-02-26 20:45:30.000000,2025-05-05 14:45:30.000000,False,176500224,True,True
211,User_211,998429198094,user211@maildomain5.com,2025-03-06 16:45:30.000000,2025-03-24 04:45:30.000000,False,988081765,True,True
212,User_212,998917420346,user212@maildomain8.com,2025-05-03 11:45:30.000000,2025-04-06 19:45:30.000000,True,169139332,True,True
213,User_213,998845731126,user213@maildomain1.com,2025-02-09 09:45:30.000000,2025-02-09 07:45:30.000000,True,199171031,True,True
214,User_214,998580886171,user214@maildomain10.com,2025-05-05 23:45:30.000000,2025-03-03 03:45:30.000000,False,951463259,True,True
215,User_215,998841065709,user215@maildomain4.com,2025-03-20 03:45:30.000000,2025-02-15 01:45:30.000000,True,369829704,True,True
216,User_216,998321951668,user216@maildomain3.com,2025-02-25 04:45:30.000000,2025-02-07 09:45:30.000000,True,143789467,True,True
217,User_217,998955365019,user217@maildomain10.com,2025-02-15 15:45:30.000000,2025-03-06 06:45:30.000000,True,846355983,True,True
